ind,r1,flo1,fhi1,fcorr1,r2,flo2,fhi2,fcorr2,r3,flo3,fhi3,fcorr3
1,2.7505297557195223,-9.380030136545905,3.954561507618996,13.3345916441649,4.437404572158478,-8.140271732823248,-19.33604942037748,-11.195777687554234,1.7350474910667262,-0.42057440616686315,-25.609611569181887,-25.189037163015023
